plant,nom d'équipement,ID Technique,Process,nom master data,emplacement ,Immo Number,numéro de série,"année 
(plaque signalitique)",commersialisation d'équipement ,commersialisation PDR ,age ,D(degradabilite ,HP ( heure de production ),HP coef,P pdr ( piece de rechange),"MT (deux facteur mttr et mtbf ) mttr : main time to repair , mtbf : main time between failure",T (technologie ,"Aging 
Result","Equipment
Staus",Physical status
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144181109,10,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200405,100,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200406,101,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200404,102,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200403,103,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200402,104,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200401,105,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200407,106,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200408,107,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200409,108,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200410,109,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144181105,11,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200902,110,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144200901,111,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144201103,112,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144210303,113,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144210302,115,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144210404,116,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144211001,117,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144211002,118,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144211401,119,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144181101,12,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144221202,111,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144221203,121,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144231004,122,2023,OUI,OUI,2,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144231001,123,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144231003,124,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144231002,125,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144231102,126,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144231103,127,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190611,13,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190705,15,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190307,16,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190609,17,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190608,18,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190607,19,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190606,20,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190610,21,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190605,22,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,42144180601,1,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144181106,40,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190702,41,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190701,42,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190703,43,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190704,44,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190612,47,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190706,50,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190707,51,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,LAD,ET00000389,Assembly Line Standard,LEONI WTNSO--Assembly Line Standard,assembly/testing,8144190708,52,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190805,23,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190806,24,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190807,25,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190808,23,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190809,27,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190810,28,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190811,29,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190804,33,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190714,34,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190715,35,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190716,36,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190922,37,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190923,38,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8155190711,39,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190710,0,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190937,41,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190938,42,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190718,43,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190939,44,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190941,45,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190940,46,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190717,47,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190924,48,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190926,49,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190929,50,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190712,51,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190932,52,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190928,53,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190928,54,2020,OUI,OUI,5,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190931,55,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180614,56,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180716,57,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145210505,58,2021,OUI,OUI,4,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,81475190935,59,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,814190934,60,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190809,61,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190927,62,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190925,63,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190930,64,2022,OUI,OUI,3,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145221201,65,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145230901,66,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145230919,67,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145230921,68,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145230922,69,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145230920,70,2024,OUI,OUI,1,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190318,2,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180719,2,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180722,3,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180720,4,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180721,5,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180725,6,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145180726,7,2018,OUI,OUI,7,0.4,3920,0.75,0,0,0,0.315,Bon,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145181226,8,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,81451901199,9,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145181109,7,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145181110,7,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,81451901200,12,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,81451901201,14,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145181227,14,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190314,12,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190313,16,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190317,17,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190312,18,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190311,19,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,81451901198,20,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190316,21,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,2145180243,22,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190802,30,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,814519803,31,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,test table,ET00001604,Test Table,TSK--Test Table,assembly/testing,8145190936,32,2019,OUI,OUI,6,0,3920,0.75,0,0,0,0.075,Excellent,
SB,schafer eps 2001,ET00001170,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,8142181001,5950,2018,OUI,OUI,7,0.4,3921,0.75,0,0,0,0.315,Bon,Moyen
SB,kabatec kt2,ET00002866,Taping Machine,Kabatec--KT 2 Taping Machine,vkf,8143210601,855,2021,OUI,OUI,4,0,3942,0.75,0,0,0,0.075,Excellent,Moyen
SB,delta 260,ET00001074,Stripping Machine,Komax--Delta 60,vkf,8142231201,88,2023,OUI,OUI,2,0,3943,0.75,0,0,0,0.075,Excellent,Bon
SB,delta 240,ET00001074,Stripping Machine,Komax--Delta 60,vkf,8142230502,124,2023,OUI,OUI,2,0,3944,0.75,0,0,0,0.075,Excellent,Bon
SB,dsg canusa,ET00001009,Shrinking Machine Shuttle,DSG Canusa--DERAY Shuttle RKS,vkf,8200230912,46,2023,OUI,OUI,2,0,3945,0.75,0,0,0,0.075,Excellent,Excellent
SB,schunk minic 3,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,8110230703,2821632,2023,OUI,OUI,2,0,3946,0.75,0,0,0,0.075,Excellent,Excellent
SB,schunk minic 3,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110180201,1746538-1,2023,OUI,OUI,2,0,3947,0.75,0,0,0,0.075,Excellent,Excellent
SB,schunk minic 3,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,vkf,8110190901,2274745,2019,OUI,OUI,6,0,3948,0.75,0,0,0,0.075,Excellent,Excellent
MH2,schleuniger cc64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,8141181012,352,2018,OUI,NON,7,0.4,5883,1,1,0,0,0.54,Moyen,Bon
MH2,alpha 355,ET00000198,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,2141150501,2621,2015,NON,OUI,10,0.4,5883,1,0,0,1,0.39,Bon,Besoin upgrade
MH2,alpha 488 s,ET00000209,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,8141181205,1432,2018,NON,OUI,7,0.4,5883,1,0,0,1,0.39,Bon,Excellent
MH2,alpha 488 s,ET00000209,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,8141190401,1464,2019,NON,OUI,6,0,5883,1,0,0,1,0.15,Excellent,Excellent
MH2,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,8141210103,1213,2020,OUI,OUI,5,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,schleuniger power strip 9550,ET00000273,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9550,coupe,8141181005,879,2019,NON,OUI,6,0,5883,1,0,0,1,0.15,Excellent,Excellent
MH2,schleuniger power strip 9580,ET00002186,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9580 Cut & Strip Mach.,coupe,8120201201,183,2020,OUI,OUI,5,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,schleuniger power strip 9500,ET00000271,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9500,coupe,8141200401,4504,2014,NON,OUI,11,0.4,5883,1,0,0,1,0.39,Bon,Besoin upgrade
MH2,schleuniger multistrip 9480,ET00000323,Cutting Machine Cable > 6mm2,Schleuniger--MultiStrip 9480,coupe,8141210510,6089,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,schleuniger multistrip 9480,ET00000323,Cutting Machine Cable > 6mm2,Schleuniger--MultiStrip 9480,coupe,8141210511,6090,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,schleuniger cc 64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,8141180801,23018,2018,OUI,NON,7,0.4,5883,1,1,0,0,0.54,Moyen,Bon
MH2,schleuniger cc 64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,8141180915,23012,2018,OUI,NON,7,0.4,5883,1,1,0,0,0.54,Moyen,Bon
MH2,schleuniger cc 64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,,23387,2018,OUI,NON,7,0.4,5883,1,1,0,0,0.54,Moyen,Bon
MH2,schleuniger cc 64,ET00000261,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,,989,2015,OUI,NON,10,0.4,5883,1,1,0,0,0.54,Moyen,Moyen
MH2,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,975,2019,OUI,OUI,6,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,1215,2020,OUI,OUI,5,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,alpha 550,ET00000211,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,,1214,2020,OUI,OUI,5,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,alpha 355,ET00000198,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,,300,2008,NON,OUI,17,0.7,5883,1,0,0,1,0.57,Moyen,Moyen
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,2570,2006,NON,OUI,19,0.7,5883,1,0,0,1,0.57,Moyen,Besoin upgrade
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,2519,2006,NON,OUI,19,0.7,5883,1,0,0,1,0.57,Moyen,Moyen
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,2042,2004,NON,OUI,21,1,5883,1,0,0,1,0.75,Alarmant,Moyen
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,1855,2003,NON,OUI,22,1,5883,1,0,0,1,0.75,Alarmant,Alarmant
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,1973,2003,NON,OUI,22,1,5883,1,0,0,1,0.75,Alarmant,Alarmant
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,1845,2003,NON,OUI,22,1,5883,1,0,0,1,0.75,Alarmant,Alarmant
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,2020,2004,NON,OUI,21,1,5883,1,0,0,1,0.75,Alarmant,Moyen
MH2,gamma 333,ET00000311,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,,1849,2003,NON,OUI,22,1,5883,1,0,0,1,0.75,Alarmant,Alarmant
MH2,komax sigma 688 st,ET00000361,Cutting Machine Wire < 6mm2,Komax--Sigma 688 ST,coupe,8141210304,56,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,komax sigma 688 ,ET00000361,Cutting Machine Wire < 6mm2,Komax--Sigma 688 ST,coupe,8141210305,57,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
MH2,komax sigma 688 ,ET00000361,Cutting Machine Wire < 6mm2,Komax--Sigma 688 ST,coupe,,58,2021,OUI,OUI,4,0,5883,1,0,0,0,0.1,Excellent,Excellent
